Sr No.,NAMC_ID,NAMC_CODE,Long_definition,Name English
974,1003,ED-10.6,"the disorder is characterized by ??taka? [chills], ??tajvara? [fever with chills], gauravam [heaviness], nidr? [sleep], tandr? [drowsiness/lassitude], ar?cakam [tastelessness], madhur?syatvam [sweet taste in mouth], ?sy?pal?pa? [sticky feel in mouth], ni??h?vik? [sputum/expectoration], chardi? [vomiting], ?lasyam [lethargy], staimityam [a sensation of being covered with wet clothes], agnin??a? [loss of agni (digestive power)], daurbalyam [weakness], ?vayathum?n avak??a? [affected area of body with swelling over it], p???u-avak??a? [affected area of body with pallor over it], n?tirakt?vak??a? [affected area of body without much redness on it], sn?h?nvit?vak??a? [area of body with unctuousness], suptyanvit?vak??a? [affected area of body with numbness], stambh?nvit?vak??a? [affected area of body with stiffness], gaurav?nvit?vak??a? [area of body with heaviness], alpav?dan?vak??a? [affected area of body with mild pain], kr?cchrap?k?sph??a? [eruption which is difficult to rippen], cirak?r?sph??a?/a??ghrap?ka? [eruption which is late to rippen], bahalatvagupal?payuktasph??a? [eruption covered with thick skin], ?v?tasph??a? [whitish colored eruption], p???usph??a? [blisters with pallor], prabhinn? ?v?tam?sr?va? [whitish discharge after burst (abscess/eruption)], prabhinn? picchilam?sr?va? [sticky discharge after burst (abscess/eruption)], prabhinn? tantumad??r?va? [fibrous discharge after burst (abscess/eruption)], prabhinn? ghanam??r?va? [thick discharge after burst (abscess/eruption)], prabhinn? anubaddham??r?va? [clotted discharge after burst (abscess/eruption)], prabhinn? snigdham??r?va? [unctuousdischarge after burst (abscess/eruption)], ?rdhvak?y? gurusthiraj?l?vatata? [covered with thick and heavy netted appearance in upper body ..(ref needed for proper context)], snigdha-bahulatvak upal?pa? [covering of thick and unctuous skin], anu?a?g? [chronic (associated over a long period)], ?v?tanakham [white nails], ?v?tanayanam [white eyes], ?v?tavadanam [whitish face], ?v?tatvak [whitish skin], ?v?tam?tram [whitish urine], ?v?tavarca? [whitish stool], manda?sara?am [slow (forward) movement], alparuk [mild pain], ugraka??? [excessive itching], ka???yuta? [associated with itching], snigdha? [smooth/unctuous /oily], kaphajvara-sam?naruk [constitutional features (or pain )as in a case of kaphaja fever], pakvabhinn? kaphavra??tpatti? [kapha dominant wound formation in rippened and ruptured (abscess)]",visarpa due to kapha
975,1004,ED-10.7,"the disorder is characterized by chardi? [vomiting], atis?ra? [diarrhoea], m?rcch? [syncope/attacks of swooning], d?ha? [burning sensation], m?ha? [confusion/delirium], jvara? [fever], tamaka? [respiratory distress], ar?caka? [tastelessness], asthibh?da? [breaking/splitting type of pain in the bones], sandhibh?da? [breaking/splitting pain in joints], a?g?rairiv?k?ryam?nam [feels as if burnt with heated charcoal], tr?? [thirst], ??nt??g?raprak??am atiraktam [area becomes as cool down coal as black or red], agnidagdha iva sph??a? [blisters as after a thermal burn], ??ghragati-yuta? [with quick speed], marm?nus?r? [associated with or progressing towards vital points (marma)]",visarpa due to v?ta and pitta
976,1005,ED-10.8,"the disorder is characterized by bhinatti a?g?ni [breaks down the organs/tissues], sa?jñ? pram?hayati [takes away the conciosness or alertness], hikk??v?sau janayati [generates hiccups and dyspnoea], nidr?n??a? [insomnia], pram??hasa?jñ? (nidr?n??? sati) [disoriented with insomnia], vyathitac?ta? (nidr?n??? sati) [disturbed mind with insomnia], na sukha? upalabhat? (nidr?n??? sati) [unhappy and having insomnia], aratipar?ta? (nidr?n??? sati) [severe distress/dicontent/restlessness], sth?n?d?sana? ?san?t ?ayy?? kr?ntumicchati [changes positions due to restlessness], kli??abh?yi??ha? ??u nidr?? bhajati [falls asleep while caught in complex condition], d?pt??g?r?vak?r?avat [like burning coal], ??nt??g?r?sita? [white like burnt coal], n?la? [bluish], rakta? [red/blood], ??u c?yat? [accumulates/grows quickly]",agnivisarpa affecting marma
977,1006,ED-10.9,"the disorder is characterized by kaph??ay? kr?cchrap?k? granthim?l? [a series of slow rippening nodules in kapha dominant region], sir?sn?yum??satvag??ritagranth?n?? m?l? [a series of nodules associated in region with vessels, muscles,skin], t?vraruj? [severe pain], sth?la/ a?u granthi [large/small neolasm/growth], d?rgha/ vr?tta granthi [elongated/round growth/neoplasm], raktavar?agranthi [red colored neoplasm/growth], jvara? [fever], atis?ra? [diarrhoea], k?sa? [cough], hikk? [hiccup], ?v?sa? [breathlessness/difficult breathing], ???a? [dryness/wasting/emaciation], m?ha? [confusion/delirium], vaivar?yam [discolouration], ar?caka? [tastelessness], avip?ka? [indigestion], pras?ka? [excessive salivation], chardi? [vomiting], m?rcch? [syncope/attacks of swooning], a?gabha?ga? [breaking type of pain in body], nidr? [sleep], arati? [distress/dicontent/restlessness], agnisadanam [diminution of agni (digestive power)], kharagranthi? [rough nodules], bhrama? [giddiness or dizziness]",visarpa due to v?ta and kapha
978,1007,ED-10.10,"the disorder is characterized by ??tajvara? [fever with chills], ?ir?gurutvam [heavyness of head], d?ha? [burning sensation], staimityam [a sensation of being covered with wet clothes], a?g?vas?da? [fatigue], nidr? [sleep], tandr? [drowsiness/lassitude], m?ha? [confusion/delirium], annadv??a? [aversion to food], pral?pa? [excess talking/irrelevant speech/incoherent speech], agnin??a?/agnih?ni? [loss of agni (digestive power)], daurbalyam [weakness], asthi-bh?da? [breaking/splitting type of pain in the bones], m?rcch? [syncope/attacks of swooning], pip?s? [thirst], sr?tas?? pral?pa? [feeling of wrapped of sr?tasa], j??yam indriy???m [dullness/inactiveness/sluggishness of sense organs], pr?y?pav??anam [defecation of stools with ?ma], a?gavik??pa?am [convulsive movements of body], a?gamarda? [generalized bodyache], arati? [distress/dicontent/restlessness], autsukyam [anxious curiosity], pr?ya? ?m??ay? visarpati alasaka? [predominantly in ?m??aya region], ?kad??agr?h? [affecting specific organ/region/body part], raktapi?ak?vak?r??vak??a?/l?hita [area comprised of red nodules], p?tapi?ak?vak?r??vak??a?/atip?ta? [area comprised of yellowish nodules], p???upi?ak?vak?r??vak??a?/p???ura? [area comprised of whitiish nodules], m?cak?bhapi?ak?vak?r??vak??a? [area comprised of m?caka (as like eyes of peacocks tail or collyrium) nodules], k?lapi?ak?vak?r??vak??a? [area comprised of blackish nodules], malin?vak??a? [misty /unclean area], snigdh?vak??a? [unctuous area], bah??m?vak??a? [area with excessive heat], guru [heaviness], stimitav?dan? [heavy and wet feeling with pain], ?vayathum?n [oedematous], gambh?rap?ka? [deep seated suppuration], nir?sr?va? [without any discharge], ??ghrakl?da? [getting moist very quickly], svinnam??sam [soft tissue and muscles with sweat], klinnam??sam [soft tissue and muscles with moisture], svinnatvak [skin with sweat], klinnatvak [moist skin], p?tim??sa [putrifaction of m??sa], p?ti tvak [putrid smell], kram???lparuka [gradual mild pain], par?mr???? avad?ryat? kardama iva [breaks down on touch and feel like muddy, slushy], avap??it? antara? prayacchati [falls down after suppuration], upaklinnap?tim??saty?g? (avap??it?) [(on pressure) foul smelling n moist soft tissue], sir?sn?yusa?dar?? [blood vessels and soft tissue/muscles are visible], k??apagandhi? [cadaveric smell], sa?j?h?ni? [loss of conciousness], smr?tih?ni? [dementia], stambha? [rigidity/stiffness], ar?caka? [tastelessness], bhrama? [giddiness or dizziness], indriyagauravam [dulling of senses], ?m?pav??ana? [defecation of stools with ?ma], gambh?rap?ka? [deep seated suppuration], spr???a? klinn??vad?ryat?| [friable to touch as it is sodden], pa?kavacch?r?am??sa? [appears like mud due to muscles being decayed], spa??asn?yu-sir?ga?a? [exposed ligamentstendons and the vascular bundles], ?avagandha? [cadaveric smell]",visarpa due to pitta and kapha
979,1008,ED-10.11,-,visarpa due to three d??a
980,1009,ED-10.12,"the disorder is characterized by ?y?va??pham [grey colored oedema], l?hita??pham [red colored oedema], jvara? [fever], d?ha? [burning sensation], p?kam [inflammation/suppuration], kulatthasadr??a? sph??a? [kulattha seed like vescicles], asitasph??a? [blackish eruptions], ruj? [pain]",visarpa due to trauma
981,1010,ED-10.13,"the disorder is characterized by marm?gatam [that which affects marma], ??r?am??sam [withering of m??sa], ??r?asn?yu [withering of sinews], ??r?asir? [withering of veins], praklinna? [weeping], ?avagandha? [cadaveric smell]",incurable visarpa
982,1011,ED-10.14,"the disorder is characterized by jvara? [fever], atis?ra? [diarrhoea], vamathu [vomiting], tvak dara?a? [breaking and withering of skin], m??sa dara?a? [breaking and withering of muscle-tissue], klama? [exhaustion without exertion], ar?caka? [tastelessness], avip?ka? [indigestion]",complications of visarpa
983,1012,ED-10.15,-,fatal signs of visarpa
984,1013,SN31 (ED-11),"It is characterised by painless, hard ulcers on the genetalia may be associated with discharge. This may be explained by: (a) Involvement of the three dosha and tissues such as blood, muscle and bone, which causes ulcer.",Syphillis disorder (TM2)
985,1014,ED-11.1,"the disorder is characterized by visph??asadr??a? [lesions or eruotions appear on the penis], alparuk [mild pain], sphu?it? vra?avat v?dya? [pain as wound]",external-phira?ga-r?ga
986,1015,ED-11.2,"the disorder is characterized by sandhi?u ?mav?ta iva vyath?m [associated with joint pains like rheumatism], ??tha? [oedema], ka??as?dhya? [difficult to cure]",Internal-phira?ga-r?ga
987,1016,ED-11.3,-,intro-external phira?ga-r?ga
988,1017,SM44 (ED-12),It is characterised by enlargement of spleen. This may be explained by: (a) Dislodgement of spleen from its site due to over-exertion and related causes or enlargement of spleen due to aggravation of blood.,Splenomegaly disorder (TM2)
989,1018,ED-12.1,"the disorder is characterized by nitya? ?nadhdak???ha? [continuous flatulence], nitya? ud?vartap??ita? [reversed peristalsis], v?dan? [pain]",pl?har?ga due to v?ta
990,1019,ED-12.2,"the disorder is characterized by sajvara? [associated with fever], sapip?s? [thirst], sad?ha? [associated with burning sensation], m?ha? [semiconsciousness or stupefaction], p?tag?tra? [yellowishness]",pl?har?ga due to pitta
991,1020,ED-12.3,"the disorder is characterized by mandavyath? [mild pain], sth?la? [broad, hard], ka?hina? (udara?) [tenseness], gauravam (udarasya) [heaviness of body], ar?caka? [tastelessness]",pl?har?ga due to kapha
992,1021,ED-12.4,-,pl?h?dara due to three d??a
993,1022,ED-12.5,"the disorder is characterized by klama? [exhaustion without exertion], bhrama? [giddiness or dizziness], vid?ha? [internal burning sensation], vaivar?yam [discolouration], g?tragauravam [heaviness of body parts], m?ha? [semiconsciousness or stupefaction], rakt?daratvam [reddening of the abdomen]",pl?har?ga due to rakta
994,1023,ED-12.6,-,incurable pl?h?dara
995,1024,SM01 (ED-13),"It is characterised by a disorder characterised by non-pitting swelling of legs, unilateral or bilateral, swollen glands in groin, may be associated with fever. This may be explained by: (a) Vitiation of flesh, kapha and blood.",Elephantiasis disorder (TM2)
996,1025,ED-13.1,"the disorder is characterized by khara??pha? [swelling rough on touch], kr???a??pha? [black coloured swelling], paru?a??pha? [rough oedema], bahu?a? parisphu?ati [excessive cracks], r?k?a? [rough swelling], t?vrav?danayuta? [severe pain], animittaruja? [pain appears without cause], bahu?a-jvara? [frequent attacks of fever], parip??ayutam [peeling of skin]",?l?pada due to v?ta
997,1026,ED-13.2,"the disorder is characterized by p?t?vabh?sa??pha?/ p?tasa?k??a??pha? [yellowish coloured swelling], ??ata mr?du ??pha?/ mr?du??pha? [soft swelling], jvara? [fever], d?ha? [burning sensation]",?l?pada due to pitta
998,1027,ED-13.3,"the disorder is characterized by ?v?ta??pha? [whitish coloured swelling], snigdh?vabh?sa??pha?/snigdha?/snigdhavar?a? [glossy swelling], mandav?dan?/ aruk [mild pain], bh?rikama [heavy in nature], mah?granthikam [huge swelling], ka??akairupacitam [associated with thorn like projections], guru??pha? [heavy swelling in the inguinal region and in the foot], m??s??kurai?citam [associated with muscular growths], p???u??pha? [pale swelling in the inguinal region and in the foot], guru??pha? [heavy swelling], sthira??pha? [hard swelling in the inguinal region and in the foot]",?l?pada due to kapha
999,1028,ED-13.4,"the disorder is characterized by sa?vatsar?t?tam [chronicity of more than one year], ati mahat [excessively large], vatm?kavat ??pha? [swelling resembling anthill], suparisruti? [exudative swelling], ka??akairupacitam [associated with thorn like projections]",incurable ?l?pada
1000,1029,ED-14,"the disorder is characterized by vara??da??asa?sth?na ??tha? [like that of sting of insect/wasp], ka???? [itching], t?dabahula? [severe pricking type of pain], chardi? [vomiting], jvara? [fever], vid?ha? [internal burning sensation], bahi? ??tha? [edematous lesions appear on the skin], v?t?dhikam [dominance of v?tad??a?]",urticaria
1001,1030,ED-14.1,"the disorder is characterized by pip?s? [thirst], aruci? [tastelessness], hr?ll?sa? [nausea], d?has?da? [tiredness of the body], a?gagauravam [heaviness in the body], raktal?canat? [redness in the eyes]",prodromes of shItapitta
1002,1031,ED-15,"the disorder is characterized by vara??da??asa?sth?na ??tha? [like that of sting of insect/wasp], ka???? [itching], t?dabahula? [severe pricking type of pain], chardi? [vomiting], jvara? [fever], vid?ha? [internal burning sensation], bahi? ??tha? [edematous lesions appear on the skin], kaph?dhika? [dominance of kaphad??a?], utsa?ga? [elevated lesions], r?ga? [redness/congestion], ka???? [itching], ma??alam [circular patches], vid?ha? [internal burning sensation]",urticaria
1003,1033,SM52 (ED-16),"It is characterised by opening in the skin near the anus having communication with the rectum due to deep and severe ulcers of rectum, may be associated with pain, passing of fecal matter and gases through the track. This may be explained by: (a) Injury, deranged digestive and metabolic factors leading to vitiation of skin, blood, muscle, fat tissue.",Fistula in ano disorder (TM2)
1004,1034,ED-16.1,"the disorder is characterized by ka??kap?lav?dan? [pain at iliac region/iliac bones], ka???? [itching], d?ha? [burning sensation], guda??pha? [anal oedema], bhagandarapi?ik? [nodule leading to fistula-in-ano], d?ha? [burning sensation], ruj? [pain]",prodromes of bhagandara
1005,1035,ED-16.2,"the disorder is characterized by aru?avar?api?ak? [appearance of slightly red colored eruptions], t?da? [pricking pain], ?atap?nakavada?umukhai?chidrair?p?ryat? [full of multiple minute pores like that of sieve], apratikriyam??? ca p?kamupaiti [if it remains untreated suppuration results], m?tr??ay?bhy?sagatatv?cca vra?a? praklinna? [due to close proximity to the urinary bladder the wound is always moist in nature], chidr?t ajasra? sr?va? [heavy discharge through opening], chidr?t accha? sr?va? [clear discharge through opening], chidr?t ph?n?nuviddhasr?va? [frothy discharge through opening], chidr?t adhika? sr?va? [excessive discharge through opening], vra?a? t??yat? [whipping pain], vra?a? bhidyat? [tearing pain], vra?a? chidyat? [biting pain], vra?a? s?c?bhiriva nistudyat? [pricking pain], guda? avad?ryat? [splitting sensation in anus], up?k?it? chidrai? v?tamutrapur??ar?tas?? ?gama? [if neglected flatulence, urine, faeces and semen starts oozing out of those openings], a?umukhachidram [minute opening]",bhagandara having multiple openings/bhagandara due to v?ta
1006,1036,ED-16.3,"the disorder is characterized by raktavar?api?ak? [red colored nodule], tanv? pi?ak? [smal nodule], ucchritapi?ak? [elevated noduel], c??a? [sucking type of pain], vra?a? agni iva dahyat? [excessive burning in wound (like that of fire)], vra?a? k??ra iva dahyat? [burning sensation as chemical cautery], durgandham [foul smell], u??a? ?sr?va?/ahimav?hin? [dischrge which is not cold], up?k?it? chidrai? v?tamutrapur??ar?tas?? ?gama? [if neglected flatulence, urine, faeces and semen starts oozing out of those openings], rakta-pi?ak? (gud??rit?m) [red eruptions in the anal region], ??up?ka? [undergoes quick suppuration], p?tiv?hin? [warm and foul smell discharge]",bhagandara due to pitta
