Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Name English,Long_definition,Reference
669,669,KF,Cerukku Nōy,செருக்கு நோய்,Arrogance,,
670,670,KFA,Vaḷi,வளி,Arrogance classifed under vali,,
671,671,KFA1.1,Vaḷi Cerukku Nōy,வளி செருக்கு நோய்,Arrogance with abundance of seven physical body constituents caused by derangement of Vali,"It is characterised by decreased physical strength, shrunken skin, dull face, hiccup, difficulty in breathing, decreased pulse, tremors in hand, leg and head, loss of sleep, pricking pain, hoarseness of voice, blabbering speech. It is explained by increa","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 538"
672,672,KFB,Aẕal,அழல்,Arrogance classified under Azhal,,
673,673,KFB1.1,Aẕal Cerukku Nōy,அழல் செருக்கு நோய்,Arrogance with abundance of seven physical body constituents caused by derangement of azhal,"It is characterised by dryness of tongue, always feeling body warmth, sweating, giddiness, often fever, thirst, extensive diarrhoea, pallor. It is explained by increased Aẕal. Among the seven udarthadukkal Cāram and Cennīr gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 539"
674,674,KFB1.2,Kuruti Cerukku Nōy,குருதி செருக்கு நோய்,Arrogance with abundance of seven physical body constituents caused by infectve blood disorders,"It is caused by alcoholic addiction, characterised by redness of eye, giddiness, stupor state. It is explained by increased by Aẕal. Among the seven udarthadukkal, Cāram and Cennīr gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 539"
675,675,KFC,Aiyam,ஐயம்,Arrogance classified under Aaiyam,,
676,676,KFC1.1,Aiya Cerukku Nōy,ஐய செருக்கு நோய்,Arrogancewith abundance of seven physical body constituents caused by derangement of Aaiyam,"It is characterised by weight gain, feeling heavy, feels chill, continuous vomit, loss of taste sensation, palpitation, laziness, excess sleep. It is explained by increased aiyam. Among the seven udarthadukkal, Cāram gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 539"
677,677,KFD,Mukkuṟṟam,முக்குற்றம்,Arrogance classified under Mukkutram,,
678,678,KFD1.1,Mukkuṟṟa Cerukku Nōy,முக்குற்ற செருக்கு நோய்,Arrogance with abundance of seven physical body constituents caused by derangement of Mukkutram,"It is charactised by decreased physical strength, shrunken skin, dull face, hiccup, difficulty in breathing, decreased pulse, tremors in hand, leg and head, loss of sleep, pricking pain, hoarseness of voice, blabbering speech, dryness of tongue, always","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 539"
679,679,KG,Cūtikavātam,சூதிகாவாதம்,Hysteria,,
680,680,KGA,Vaḷi,வளி,Hysteria classified under Vali,,
681,681,KGA1.1,Cūtikavātam,சூதிகாவாதம்,Hysteria,"It occurs due to derangement of senses, loss of memory, depression leading to derangement of gnanenthraiyam. Occurs in two stages, acute and chronic. It is characterised by excessive body movements, excessive speech, sweating, blushing of face, vomiting,","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine & Homeopathy, Page No.107"
682,682,KH,Veṟi,வெறி,Insanity,,
683,683,KHA,Vaḷi,வளி,Insanity classified under Vali,,
684,684,KHA1.1,Vaḷi Veṟi,வளி வெறி,Insanity caused by increased Vali,"It is characterised by anorexia, liking towards chill food, unusal laughing, dancing, singing, crying and altered gait. It is explained by increased vali. Among the seven udarthadukkal, Cāram gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 541"
685,685,KHB,Aẕal,அழல்,Insanty classified under Azhal,,
686,686,KHB1.1,Aẕal Veṟi,அழல் வெறி,Insanity caused by increased Azhal,"It is characterised by loss of temper, scolding and angered speech, liking towards cool place and cold food items. It is explained by increased Aẕal. Among the seven udarthadukkal Cāram gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 542"
687,687,KHB1.2,Nañcu Veṟi,நஞ்சு வெறி,Insanity caused by toxins,"It is characterised by loss of temper, scolding and angered speech, liking towards cool place and cold food items and is caused due to intake of toxic substances. It is explained by increased Aẕal. Among the seven udarthadukkal Cāram gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 541"
688,688,KHC,Aiyam,ஐயம்,Insanty classified under Aaiyam,,
689,689,KHC1.1,Aiya Veṟi,ஐய வெறி,Insanity caused by increased Aaiyam,"It is characterised by symptoms like more affinity towards female, feeling sleepy, loss of taste sensation, increased secretions in the mouth, dribbling of saliva, pallor, disability to work, altered speech. It is caused due to excess intake of aiyam incr","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 542"
690,690,KHC1.2,Cōka Veṟi,சோக வெறி,insanity caused by depression,"It is characterised by irrelevant speech, laugh, speaking openly and caused due to loss of wealth, loss of spouse or children, sudden fear. It is explained by increased Aẕal. Among the seven udarthadukkal Cāram gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 539"
691,691,KHD,Mukkuṟṟam,முக்குற்றம்,Insanty classified under Mukkutram,,
692,692,KHD1.1,Mukkuṟṟa Veṟi,முக்குற்ற வெறி,Insanity caused by derangement of mukkutram,"It is characterised by anorexia, liking towards chill food, unusal laughing, dancing, singing, crying and altered gait, loss of temper, scolding and angered speech, feeling sleepy, loss of taste sensation, increased secretions in the mouth, dribbling of","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai:Department of Indian Medicine & Homeopathy, Page No 216"
693,693,L,Irutaya Nōykaḷ,இருதய நோய்கள்,Cardiac disorders,,
694,694,LA,Kuruti Aẕal Nōy,குருதி அழல் நோய்,Purpura,,
695,695,LAA,Vaḷi,வளி,Purpura classified under Vali,,
696,696,LAA1.1,Vaḷi Kurutiyaẕal Nōy,வளி குருதியழல் நோய்,Haematological disorder /bleeding disorder due to vali with dry hard stools and bleeding per anum,"It is characterised by generalised bodyache, bleeding which is dark in colour, uncontrolled bleeding, sometimes frothy in nature, constipation and passing stools similar to goats excreta with tenesmus, bleeding per rectum. It is explained by increased v","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of Indian Medicine & Homeopathy, Page No 216"
697,697,LAA1.2,Vaḷitī Kurutiyaẕal Nōy,வளிதீ குருதியழல் நோய்,Haematological disorder /bleeding disorder due to vali thee kuttram,"It is characterised by generalised bodyache, bleeding which is dark in colour, uncontrolled bleeding, sometimes frothy in nature, constipation and icteric look. Among the seven udarthadukkal, Cāram to Cennīr is affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of Indian Medicine & Homeopathy, Page No 216"
698,698,LAA1.3,Vaḷi Aiya Kurutiyaẕal Nōy,வளி ஐய குருதியழல் நோய்,Haematological disorder /bleeding disorder due to vali Iya kutram,"It is characterised by bleeding which is dark in colour, uncontrolled bleeding, sometimes frothy in nature, constipation and passing stools similar to goats excreta with tenesmus, bleeding per rectum, bleeding which is pale,with mucus,bad odour. Among","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of Indian Medicine & Homeopathy, Page No 217"
699,699,LAB,Aẕal,அழல்,Purpura classified under Azhal,,
700,700,LAB1.1,Tīkkurutiyaẕal Nōy,தீக்குருதி அழல் நோய்,Haematological bleeding disorder due to thee with yellowish discoloration of the body,"It is characterized by bleeding, subsequently uncontrolled bleeding occurs, the nature of blood expelled is in the hue of soaken dried leaf, ocassionally, bleeding is admixture of bile, hence pallor of the body and yellowish discoloration, eyes, tongue, s","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of Indian Medicine & Homeopathy, Page No 216"
701,701,LAC,,,,,
702,702,LAC1.1,Aiya Kurutiyaẕal Nōy,ஐய குருதியழல் நோய்,Haematological bleding disorder due to aiyam with blood stained sputum,"It is characterized by bleeding which is pale, with mucus, bad odour, dense in nature, continuous cough, mild fever, rhinitis . It is explained by increased aiyam and Aẕal. Among the seven udarthadukkal, Cāram to Cennīr is affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of Indian Medicine & Homeopathy, Page No 217"
703,703,LAC1.2,Aiyavaḷi Kurutiyaẕal Nōy,ஐயவளி குருதியழல் நோய்,Haematological bleding disorder due to iyavali kuttram,"It is characterised by bleeding which is pale, with mucus, bad odour, dense in nature, continuous cough, mild fever, rhinitis, generalised bodyache, bleeding which is dark in colour, uncontrolled bleeding, sometimes frothy in nature, constipation . Amon","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of Indian Medicine & Homeopathy, Page No 217"
704,704,LAC1.3,Aiya Aẕal Kurutiyaẕal Nōy,ஐய அழல் குருதியழல் நோய்,Haematological/bleding disorder due to iya azhal kuttram,"It is characterised by bleeding which is pale, with mucus, bad odour, dense in nature, continuous cough, mild fever, rhinitis, eyes, tongue, skin attains greenish hue, has icteric look . Among the seven udarthadukkal, Cāram to Cennīr is affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of Indian Medicine & Homeopathy, Page No 217"
705,705,LAD,Mukkuṟṟam,முக்குற்றம்,Purpura classified under Mukkutram,,
706,706,LAD1.1,Mukkuṟṟa Kurutiyaẕal Nōy,முக்குற்ற குருதியழல் நோய்,"Haematological bleding disorder due to vali, thee and iya kuttram.fatal",It is characterised by signs & symptoms of Sanni noi. It is intractable. It can be explained by derangement of mukkutram.Among the seven udarthadukkal Cāram to veneer may get affected.,K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai: Department of
707,707,LB,Tamaraka Nōy,தமரக நோய்,Cardiac disease,,
708,708,LBA,Vaḷi,வளி,Cardiac disease classified under Vali,,
709,709,LBA1.1,Vāta Tamaraka Nōy,வாத தமரக நோய்,"Cardiac disease due to vali with throbbing, constricting pain","It is a disease condition characterized by pallor of face, facial edema, heaviness over the chest with pain,palpitation, phlegm in the throat.If chronic, heaviness in the chest, dyspnoea, continuous cough, vomiting may occur. This condition is caused d","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 262"
710,710,LBB,Aẕal,அழல்,Cardiac disease classified under Azhal,,
711,711,LBB1.1,Pitta Tamaraka Nōy,பித்த தமரக நோய்,"Cardiac disease due to pitha withvomitting,giddiness,profuse sweating,shock","It is a disease condition characterized by angina,excruciating unbearable pain,giddiness, unconsciousness.Also,dryness of mouth, hypersalivation, constriction in the throat,sweating occurs as a acute onset. It occurs during pitha kalam (phase of life)","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 263"
712,712,LBC,Aiyam,ஐயம்,Cardiac disease classified under Aaiyam,,
713,713,LBC1.1,Kapa Tamaraka Nōy,கப தமரக நோய்,Cardiac disease due to kapha with congestion and heaviness in the chest,"It is characterised by acute constricting chest pain, throbbing pain in the central chest region,severe dyspnoea,causing fear of impending death.Angina, pain radiating to hand ,malaise,chillness of the extremity,numbness,acute dyspnoeic condition.Also, fo","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No: 263"
