Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NAMC_TERM,Name English,Long_definition
334,333,C-53.2,قلاع صفراوی,Qulā‘ Ṣafrāwī,Bilious stomatitis,It is a rare type of stomatitis caused by <em>Ṣafrā’</em> (yellow bile).
335,334,C-53.3,قلاع بلغمی,Qulā‘ Balghamī,Phlegmatic stomatitis,A type of stomatitis caused by salty phlegm. It is characterized by little pain along with whitish discoloration of tongue and excessive salivation.
336,335,C-53.4,قلاع سوداوی,Qulā‘ Sawdāwī,Melancholic stomatitis,A type of stomatitis caused by sharp <em>Muḥtariq Sawdā’</em> (burnt black bile). It is characterized by black discoloration of tongue and burning sensation.
337,336,C-53.5,قلاع صبیان,Qulā‘-i-Ṣibyān,Oral thrush in babies,A type of stomatitis of children caused by indigestion due to poor quality of milk.
338,337,C-54,داء الحفر/حفر الاسنان والقلح,Dā’ al-Ḥafr/ Ḥafr al-Asnān wa’l Qalḥ,Dental plaque,A yellow crust or discolouration of teeth which occurs at the root of the teeth. It can be of different colours e.g. black blue or yellow. It is caused by the deposition of viscous fluid from stomach and intestine in the mouth and teeth. The colour of deposits helps in identifying the predominant humour or causative humour. The crust is sometimes too hard to detach from the teeth.
339,338,C-55,دلع اللسان,Dal‘ al-Lisān,Glossopathy,Protrusion of tongue due to inflammation and swelling or asphyxia.
340,339,C-56,جفاف لسان,Jafāf-i-Lisān,Dry tongue,"Dryness of tongue caused by the predominance of <em>Ḥarārat</em> and <em>Yubūsat</em> or sticking of viscous matter on the surface of tongue. It is characterized by the yellowish discoloration, roughness of tongue along with other clinical features of predominance of <em>Ṣafrā’</em> (yellow bile) or presence of viscous matter on the surface of tongue."
341,340,C-57,بثور الفم,Buthūr al-Fam,Papular stomatitis,Eruptions of the tongue caused by predominance of <em>Ṣafrā’</em> (yellow bile) in blood. It causes severe pain and difficulty in eating.
342,341,C-58,آكلة الفم,Ākila al-Fam,Cancrum oris,"Deep ulcers of mouth commonly found in children. It covers large part of mouth in a short span of time. Its cause is the presence of putrified, irritant, acrid and corrosive humour which infiltrate towards gums from head. This is characterized by foetid breath, burning and pain of mouth, coated tongue, nausea, vomiting, etc."
343,342,C-59,كثرة اللعاب,Kathra al-Lu‘āb,Sialorrhoea,Involuntary secretion of saliva during sleep. It is caused by hot and wet impaired temperament of stomach.
344,343,C-60,بخر الفم,Bakhr al-Fam,Halitosis,Foul smell from the mouth due to involvement of stomach. It is caused by the abnormal heat and putrified phlegm in the stomach and characterized by blackish discoloration of teeth. It may also be caused by ulcers of gums and dental caries.
345,344,C-61,ورم الحنك,Waram al-Ḥanak,Palatitis,"Inflammation of soft and hard palate. It is of two types: acute and chronic. Acute type is characterized by redness, pain and swelling of the palate and chronic type is characterized by the presence of oedematous swelling without pain on the palate."
346,345,C-62,حكة الحنك,Ḥikka al-Ḥanak,Itchy palate,"Itching of palate due to heat of brain and stomach along with the infiltration of saline phlegm at the onset of cold and coryza. It is characterized by dryness of nostrils, nausea, vomiting, etc."
347,346,C-63,ورم الشفتين,Waram al-Shafatayn,Cheilitis,Inflammation of lips caused by accumulation and predominance of putrified humours
348,347,C-64,بثور الشفتين,Buthūr al-Shafatayn,Herpes labialis/Herpes febrilis,A cluster of eruptions occurring at the angles of lips after fever or other illnesses. It is caused by the predominance of yellow bile and sanguine.
349,348,C-65,قروح الشفتين,Qurūḥ al-Shafatayn,Ulcers of lips,Ulceration of the papules of lips.
350,349,C-66,بواسير الشفتين,Bawāsīr al-Shafatayn,Epithelioma of lips,A type of growth occurring at the lower lip. The shape of this growth is similar to that of a pendunculated polyp or black coloured mulberry or small grape which is blue in colour. It is usually painless. It can spread to both lips and other parts of face. Its cause is the burnt sanguine which accumulates under the skin after rupture of the vessels. It causes aversion of lips outside. It can be benign or malignant in nature.
351,350,C-67,بياض الشفتين,Bayāḍ al-Shafatayn,Vitiligo of lips,White discoloration of lips. It is caused by predominance of phlegmatic fluids and decreased heat of the organs of the body.
352,351,C-68,اختلاج الشفتين,Ikhtilāj al-Shafatayn,Trembling of lips,Trembling of lips due to involvement of stomach which is accompanied with nausea. It can also be due to the involvement of nerve which supplies lips. Tremors and facial paralysis are its prodromal symptoms.
353,352,C-69,تقشر الشفتين,Taqashshur al-Shafatayn,Chapped lips,Desquamation of lips.
354,353,C-70,تقلص الشفتين,Taqalluṣ al-Shafatayn,Contracture of lips,A congenital abnormality of lips in which the upper lip is contracted upwards otherwise it may be due to spasm either evacuative or congestive.
355,354,C-71,تشقق الشفتين/ شقوق الشفتين,Tashaqquq al-Shafatayn/ Shaqūq al-Shafatayn,Cracked lips,Cracking of lips due to dryness.
356,355,C-72,التهاب الفم بثوري,Iltihāb al-Fam Buthūrī,Follicular stomatitis,Inflammation of mouth characterized by the presence of inflammatory patches on the mucous membrane of mouth.
357,356,C-73,التهاب الفم قروحي,Iltihāb al-Fam Qurūḥī,Ulcerative stomatitis,Inflammation of mouth marked by ulcers of the mouth.
358,357,C-74,التهاب الغدة الريقية,Iltihāb al-Ghudda al-Rīqiyya,Sialadenitis,Inflammation of salivary glands.
359,358,C-75,وجع الاسنان,Waja‘ al-Asnān,Odontolgia/ Toothache,Pain of the teeth which may be due to 1. hot impaired temperament with swelling 2. cold impaired temperament of teeth or its nerve 3. involvement of stomach/accumulation of putrified humours in the stomach 4. dental caries 5. cold and coryza 6. decay of teeth.
360,359,C-76,تزيد الاسنان,Tazayyud al-Asnān,Odontitis,Increase in the level of teeth which can be due to inflammation.When this inflammation is <em>Damawī</em> (sanguineous) in nature the increase is accompanied with pain. When the inflammation is <em>Balghamī</em> (phlegmatic) in nature this increase will be without pain.
361,360,C-77,تغيرلون الاسنان,Taghayyur Lawn al-Asnān,Discolouration of teeth,"Discolouration of teeth caused by the infiltration of morbid humours in the teeth. In this condition colour of teeth becomes blue, violet, or yellow depending on the humour involved."
362,361,C-78,صرير الاسنان,Ṣarīr al-Asnān,Odontoprisis,"Grinding of teeth during sleep. The condition usually occurs in children and subsides during adolescence. It is caused by the weakness of muscles of jaws. It is a prodromal symptom of paralysis, facial paralysis or epilepsy as there is an accumulation of fluid in nerves. The condition also occurs due to worm infestation and morbid humours which irritate the brain. It may also occur in severe pain."
363,362,C-79,تحرك الاسنان,Taḥarruk al-Asnān,Odontoseisis,"Loosening of teeth caused by old age, trauma, acute inflammation of the gums, general debility, anaemia, decay of gums and flaccidity of muscles."
364,363,C-80,سقوط الاسنان,Suqūṭ al-Asnān,teeth falling,"Falling of teeth caused by old age, trauma, anaemia, etc."
365,364,C-81,تاكل الاسنان,Ta’akkul al-Asnān,Dental caries,"Decaying of teeth due to old age, predominance of dryness and putrified humours."
366,365,C-82,تفتت الاسنان/ تكسر الاسنان,Tafattut al-Asnān/ Takassur al-Asnān,breaking down of teeth into smaller pieces,Breaking of teeth.
367,366,C-83,تنقب الاسنان,Tanaqqub al-Asnān,Dental cavities,Cavities formed in the teeth due to the presence of putrified humours. It is an advance stage of dental caries
368,367,C-84,حكة الاسنان,Ḥikka al-Asnān,Dental irritation,"Itching or irritation of teeth caused by intake of water mixed with salt, sulphur, etc. and intake of diets or food which produce acrid humours and may cause itching of the whole body."
369,368,C-85,ضرس,Ḍirs,Dental anaesthesia,Insensitivity of teeth due to astringent and sour humour which causes roughening of teeth.
370,369,C-86,ذهاب ماء الاسنان,Dhahāb Mā’ al-Asnān,Dental hyperaesthesia,Increased sensitivity of teeth due to loss of its upper most covering. In this condition there is increased sensation to cold and hot things.
371,370,C-87,دود الاسنان/ قادح,Dūd al-Asnān/ Qādiḥ,tooth worm,A condition in which pain of the teeth is caused by the presence of worms in them. It may damage the roots of teeth.
372,371,C-88,ورم اللثة,Waram al-Litha,Gingivitis,"Inflammation of gums that can be of three types: <em>Ḥārr</em> is characterised by severe pain, <em>Ḥumra</em> has severe pain, burning and redness of gums. <em>Balghamī</em> has less pain and white swollen gums."
373,372,C-89,لثہ داميہ,Litha Dāmiya,Bleeding gums,Bleeding from the gums. It is caused by weakness of the digestive faculty of gums due to which gums cannot use the blood for their nutrition.
374,373,C-90,قروح اللثة,Qurūḥ al-Litha,Gingival ulcers,"Ulcers of the gums which are of two types: 1. simple ulcers, 2. infected ulcers."
375,374,C-91,نواصير اللثة,Nawāṣīr al-Litha,Pyorrhoea alveolaris,"Perforating ulcers of the gums from which there is continuous discharge of pus due to inadequate dental hygiene. In this condition, gums become spongy and swollen."
376,375,C-92,استرخاء اللثة,Istirkhā’ al-Litha,Spongy gums,Flaccidity of the gums in which they become spongy.
377,376,C-93,لحم زائد في اللثة,Laḥm Zā’id fi’l Litha,hard swelling on the gums,Inflammatory condition which occurs in the molar teeth and creates a foreign body sensation in the teeth.
378,377,C-94,تقيح اللثة,Taqayyuḥ al-Litha,Pyorrhoea,Formation of pus in the gums.
379,378,C-95,بولس,Bolas,Gingival hypertrophy,Hypertrophy of gums in between the teeth is known as <em>Bolas</em>. This is treated surgically by removing the excess growth of gums.
380,379,C-96,فارولس,Fārūlas,Gingival abscess,A small abscess in the gums. It should be punctured to remove pus from it.
381,380,C-97,خناق/ ذبحہ,Khunāq/ Dhabḥa,Ludwig’s angina,"Its literal meaning is choking. It is an inflammation of external pharynx and larynx or muscles of upper part of oesophagus. The condition leads to difficulty in breathing and swallowing. Depending on the humours involved it is divided into four types i.e. <em>Khunāq Damawī</em> (sanguineous), <em>Ṣafrāwī</em> (bilious), <em>Sawdāwī</em> (melancholic), and <em>Balghamī</em> (phlegmatic)."
382,381,C-97.1,خناق وبائي/ ورم الحنجرة حادغشائي/ خناقي,Khunāq Wabā’ī/Waram al-Ḥanjara Ḥādd Ghishā’ī/Khunāqī,Diphtheria,A severe type of inflammation of internal muscles of pharynx or larynx which is infectious in nature. This is accompanied with the formation of false membrane in the pharynx.
